date,mean_abs_resid,max_abs_resid,n_tickers,tickers
2014-12-31,1.7719516402219506,148.17690551274652,86,"AAPL, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2014-12-30,1.769123943711282,148.1841816507582,86,"AAPL, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2014-12-29,1.764344270615719,148.1858595403024,86,"AAPL, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2015-12-31,1.4384856877158894,118.1176306919189,88,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-02-26,0.6467872084259993,1.2361871391185335,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-03-04,0.6431847143386448,1.304555581575207,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-02-25,0.6354293467743376,1.2160419684646577,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-03-02,0.6345403683938288,1.2532619728672167,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-02-27,0.632624824187476,1.2353238845042989,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
2020-03-05,0.6294823456198739,1.3353673283460405,89,"AAPL, ABBV, ABT, ADBE, AEP, AMAT, AMD, AMGN, AMT, AMZN, APD, AVGO, AXP, BA, BAC, BLK, BMY, C, CAT, CCI, CL, CMCSA, COP, COST, CRM, CSCO, CVS, CVX, D, DE, DIS, DOW, DUK, EOG, EQIX, F, FCX, FDX, GE, GILD, GM, GOOGL, GS, HD, HON, IBM, INTC, JNJ, JPM, KO, LLY, LMT, LOW, MCD, MMM, MO, MPC, MRK, MS, NEE, NEM, NFLX, NKE, NOC, NVDA, ORCL, PEP, PFE, PG, PLD, PM, PSX, QCOM, SBUX, SCHW, SLB, SO, SPG, T, TGT, TMO, TSLA, TXN, UNH, UPS, USB, WFC, WMT, XOM"
